"r_v_avg"
"Iteration" "slots_v"
("Iteration" "slots_v(fluid_slot_1_mat_air:1)" "slots_v(fluid_slot_2_mat_air:1)" "slots_v(fluid_slot_3_mat_air:1)" "slots_v(fluid_slot_4_mat_air:1)" "slots_v(fluid_slot_5_mat_air:1)" "slots_v(fluid_slot_6_mat_air:1)" "slots_v(fluid_slot_7_mat_air:600)" "slots_v(fluid_slot_8_mat_air:601)")
24 1.340475900322614 1.320252514760363 1.348970060687184 1.341352715772749 1.335390275151386 1.333237719136419 1.285868074851918 1.285614841194529
25 1.334999332908944 1.311477975526196 1.345700175698677 1.339845157792735 1.336872023582165 1.334600710562918 1.294175497664147 1.293977565465621
26 1.329754597784796 1.304422797342988 1.342335872774134 1.338544195876001 1.338449107310351 1.336060824118506 1.301859302025428 1.30169990231365
27 1.324872685021626 1.299124402655982 1.338937519578565 1.337376234109826 1.339978505383103 1.337561712554828 1.308984259852028 1.308887502005587
28 1.320497735872771 1.295422106730158 1.335854912101349 1.336307852787294 1.34149605990679 1.339120169575384 1.315561759794405 1.315516745557088
29 1.31684495391136 1.29315593048432 1.333385515714619 1.335564185694123 1.343204022827297 1.340926822715472 1.32178518083628 1.321802504969286
30 1.31370831326223 1.292003191237317 1.331869811413423 1.335437394794154 1.345924552655131 1.343656049478407 1.328452244906409 1.32851351147052
31 1.311319951245158 1.291925310907749 1.330691042278764 1.335239296103072 1.347711082401345 1.345524167145555 1.33390577895256 1.334015598854611
32 1.309879612820239 1.293337980620071 1.331271520617227 1.336663656713643 1.351535211304272 1.349512006912054 1.340745196133392 1.340896059286012
33 1.308485600992509 1.2948486556363 1.331885288442931 1.337752870109502 1.354412353107975 1.352618824165587 1.346595939262283 1.346786488604829
34 1.310736383732837 1.30041301174212 1.337671991801779 1.343893103582114 1.363362829244574 1.361715082208782 1.356811445754264 1.356965748289694
35 1.309723109583398 1.302492365772255 1.33828516110378 1.344618044109849 1.363948760741872 1.362773874376076 1.360626988181937 1.360811683393862
36 1.309200261336736 1.30541994813666 1.340201984049133 1.346720754008806 1.367070235932199 1.366185930590384 1.365476711702539 1.365668596977621
37 1.309131525366442 1.30879096986719 1.342730199873803 1.349027198834176 1.369811034826 1.369232317880418 1.369803324556591 1.369996709219957
38 1.313604587843281 1.317029672110587 1.350824686798073 1.356931654769011 1.378415612992629 1.377998496702618 1.377747335005205 1.377903021799766
39 1.312521922248717 1.318987071512904 1.351800692856962 1.357073875742132 1.378781229011997 1.378565695678332 1.380295926238992 1.380440213960919
40 1.312549587698168 1.322378945151558 1.354798013072371 1.359650479539623 1.381809712282773 1.381730037874221 1.383780729849017 1.383884950626276
41 1.312194174670898 1.325075279828684 1.357124898197473 1.360910835817551 1.383592401467414 1.38351651967991 1.386316268643774 1.386380431318956
42 1.3115894924554 1.327385617281025 1.35911485433414 1.361982303255203 1.385183345856666 1.385103505297812 1.388422948941389 1.38842827187708
43 1.311059370114673 1.329676187550573 1.361162400135961 1.362884493891384 1.386782546114675 1.386626488874842 1.390247567189463 1.390182965691382
44 1.310477686306817 1.331657081443244 1.36297369650884 1.363489109357116 1.38810974941114 1.387863635858067 1.391743920076935 1.391598362746556
45 1.309773436118627 1.333317252238749 1.364515651971633 1.363842623853114 1.38921552546151 1.388853569799284 1.392906586637301 1.392671632633516
46 1.30905790527258 1.334835707299688 1.365824580329604 1.363974572773174 1.390108569024505 1.3896638419597 1.393804101950414 1.393465920984579
47 1.308424046918473 1.336188494711845 1.367069064506118 1.364146102809198 1.39099610624168 1.39046601200229 1.394571739120874 1.394126896084754
48 1.307885717221164 1.337483516414495 1.368202716507921 1.364237743534893 1.39180349757318 1.391232145880503 1.395237470653801 1.394672750489447
49 1.307361475744146 1.338642783085506 1.369146549516131 1.3642618172197 1.392459177140741 1.391876690206755 1.395741086170649 1.395053876844002
50 1.306817548786136 1.339565004329673 1.36986552953073 1.36420781972954 1.392948271297895 1.392375872476061 1.396079415352152 1.395266595608431
51 1.306375903604741 1.340457520728977 1.370475916421419 1.364150979290872 1.393360586217335 1.392868490129465 1.396343978576967 1.395405620702125
52 1.306064900783949 1.34137533367955 1.371063639303196 1.364154963123194 1.393755555393579 1.393401524912158 1.396609686510704 1.395551794945959
53 1.305689858156587 1.342041558139325 1.371426388909073 1.364116735749728 1.393975122360846 1.393751957152621 1.396721990385438 1.395552540312947
54 1.305520271767614 1.34281623961431 1.371811265670273 1.364205618978237 1.394242747147719 1.394214936649583 1.396892509977109 1.395616447605585
55 1.305325691352724 1.343436292214625 1.372052298066957 1.36425984272015 1.394356418629098 1.394533418719723 1.396961846195051 1.39559702592855
56 1.305227023764931 1.344060037701539 1.372269288616079 1.364375324127093 1.394459842156043 1.394856565439953 1.397031810945852 1.395593022536848
57 1.305172761487946 1.344632886809711 1.372422052885927 1.364535715459086 1.394525366986394 1.395138108272498 1.39709056944468 1.395589498860085
58 1.30521841041775 1.345201909929048 1.372580946832037 1.364775198166728 1.394612811972015 1.39541046426954 1.397160812426327 1.395612195754801
59 1.305331712871487 1.345758413443338 1.372722307604554 1.365073378546907 1.394714306260836 1.39565064217653 1.397242571681736 1.395652960914032
60 1.305519219599561 1.346337298213204 1.372864836494196 1.365462295178009 1.394877812683027 1.395915386578024 1.397369642346109 1.395757268205455
61 1.305744573870244 1.346871840891318 1.372958305199491 1.365860704553519 1.395047058730441 1.39609070097655 1.397471881586897 1.395842063152514
62 1.306060805314995 1.347446033550469 1.373073235157469 1.366339366575 1.395338889310006 1.396294045543191 1.397643392651697 1.395999660678982
63 1.306398789432601 1.347977661992882 1.373149701112918 1.366845902922173 1.395685449401748 1.396445527499511 1.397828637919695 1.396176391808736
64 1.306779652008246 1.348502405073034 1.373187430707906 1.367383585268981 1.39612782875885 1.396568677085755 1.398022013263253 1.396365922693422
65 1.307215267622028 1.349042349788995 1.373195186579357 1.367970709417303 1.396677558093603 1.396663340169428 1.398246597960281 1.396586446886932
66 1.30770547421053 1.349584838381537 1.373188660581536 1.368587089818706 1.397380676727062 1.396749138889993 1.398522214040489 1.396848856807905
67 1.308261926768657 1.350171201430828 1.373201483404892 1.369285669936079 1.398234301809747 1.396871532676487 1.398844288122833 1.397163323624323
68 1.308791075823975 1.350681659347239 1.373103412401919 1.369935120134439 1.399129179461986 1.396884825543936 1.39912209452526 1.397429227483123
69 1.309382485701939 1.351236101576809 1.372993019545857 1.370644527749024 1.400189131079088 1.396923720911965 1.399448954913404 1.397739616795585
70 1.309969589037035 1.351758277543584 1.372828908025976 1.371340915972927 1.401344261302787 1.396918098585443 1.399771881764828 1.398039832692936
71 1.310612510553494 1.352318100112256 1.37266937776252 1.372091090368668 1.402647866120275 1.396953366166154 1.400159527524329 1.398395481002936
72 1.311270443391465 1.352869626666386 1.372473589296247 1.372832566067884 1.40400387696695 1.39695174846998 1.400527843191421 1.398727167213085
73 1.311913563418419 1.353397162576878 1.372223743910081 1.373557039579137 1.405437428255623 1.396944274451707 1.40092239659832 1.399075759727904
74 1.312601763531037 1.353958612749261 1.372011663577739 1.374324858737064 1.406958904983785 1.396986597410865 1.401361951959877 1.399457648329231
75 1.313269147318071 1.354495242044681 1.371744057383699 1.375052236795449 1.408467015755396 1.396986470490499 1.40176288785516 1.399798598126653
76 1.313948205704059 1.355035075988417 1.371468435115159 1.375780077702326 1.410030059618247 1.39702614131817 1.4021951634348 1.400165276709818
77 1.314629962860448 1.355563622750779 1.371176774501876 1.376485232639286 1.411569782052836 1.397064561546441 1.402607144651101 1.400507925867755
78 1.315388012524976 1.356184454211784 1.370956030513472 1.377261228949136 1.41321275914274 1.397216200814102 1.403119857612674 1.400930023181903
79 1.316100652757622 1.356746038975887 1.370697500279293 1.37794462542226 1.41476021408406 1.39733262709857 1.403592596499915 1.401308880262815
80 1.316779113824563 1.357271524848922 1.370401449183575 1.378583327643655 1.416248543088635 1.397454668081346 1.404071290623679 1.401680463927806
81 1.317499903529699 1.357855985029026 1.370148542623984 1.379243175066178 1.417708684206472 1.397648327650195 1.404572621915749 1.402075722242283
82 1.318154963200453 1.358360164519495 1.369818913321288 1.379786841585987 1.419006194131879 1.397777019665315 1.405015982274408 1.402402298717651
83 1.318874461229401 1.358940077151001 1.369566396929925 1.380379294456078 1.420309259871621 1.398017933750914 1.405527586268848 1.402787398737374
84 1.319540012506938 1.359471367193013 1.369274366834327 1.380881465210324 1.421446101430006 1.398211666495194 1.405995100776955 1.403121912467254
85 1.320239239755575 1.360039229265623 1.369027973005329 1.381392618389626 1.422534558897439 1.398483066940463 1.406500560801124 1.403494053547546
86 1.320902990674031 1.360580887349141 1.368753439413541 1.381830582547223 1.423476677318959 1.398729393142122 1.406982309875948 1.403832352786355
87 1.321568277613421 1.361126902093629 1.368494133045027 1.382244910508971 1.424328417661972 1.399012789557982 1.4074715091868 1.40417716068133
88 1.322166413557175 1.361612281953362 1.368181798203293 1.382544741311904 1.425006807541338 1.399243974810036 1.407906115401278 1.404471059378621
89 1.322818687151962 1.362168735989619 1.367946819178218 1.382890876391772 1.425667803876201 1.399588048666949 1.408398951461659 1.40482034242463
90 1.323385259922415 1.362633530213517 1.367629655836464 1.38308414010668 1.42610836798222 1.399830247710421 1.408812877592463 1.405093380284261
91 1.323964504357916 1.363133944359619 1.367357587337389 1.383291091458237 1.426517162159218 1.400156760095618 1.409257204150703 1.405396775843118
92 1.32451101172267 1.363600599224949 1.367058759038281 1.383404824323156 1.426779094970162 1.400449948018515 1.409667605843411 1.405667052266255
93 1.325061901010038 1.364078443080703 1.36678432652479 1.383503535427062 1.426979772905361 1.400787530279606 1.410094407579829 1.405954497083007
94 1.325595804354008 1.36455138747057 1.366505119626899 1.383552558707382 1.427077333132689 1.401127141493284 1.410502585913447 1.406229612770797
95 1.326100412663936 1.364999925203521 1.366208605100856 1.383533967312934 1.427086999395574 1.401469630673965 1.41089810126276 1.406487435582959
96 1.326587709291396 1.365439102595377 1.365916923283488 1.383483869996232 1.427033249949226 1.401837315440805 1.411290582125982 1.40674591182468
97 1.327148843620248 1.365962973845175 1.365720829846943 1.383498952948428 1.427022939411589 1.402331299530056 1.411771363649636 1.407089983783696
98 1.32761549236871 1.366389576536501 1.365440137557892 1.383380384711824 1.426868146795757 1.402748283516468 1.412182364452187 1.407365749542139
99 1.32806906486894 1.366819657764472 1.365162087359334 1.383246718934119 1.426680305309731 1.4032111987364 1.412597981629504 1.407647822544269
100 1.328495643330535 1.367224714256349 1.364880029076167 1.383061391502568 1.426448711720682 1.403675176260487 1.413002146297409 1.407916577085773
101 1.328909180967908 1.367628308606297 1.364594862355481 1.382851910649149 1.426182308334159 1.404182501114708 1.413406297031536 1.408188678877767
102 1.329291700411575 1.368005639751146 1.364306067910861 1.382592822613447 1.42589121058978 1.404704747070217 1.413798614126596 1.408452561667136
103 1.329681433577548 1.3683954367955 1.364039183548228 1.382319093985962 1.425608272320106 1.40528967848775 1.414216348845251 1.408744024625255
104 1.33003088427444 1.368753319054835 1.363753821100171 1.381984284788401 1.425289557108937 1.405888588026019 1.414613666355905 1.409021963752563
105 1.330362663891698 1.369094950369421 1.363473678407695 1.381601498494496 1.424963200567488 1.406519371708046 1.414994587620792 1.409293597151902
106 1.330688884974309 1.369444207831864 1.363196803177716 1.381175598380922 1.424624990299544 1.407197113275493 1.415381616986201 1.409580512409374
107 1.330986178299054 1.369765612433033 1.362914740409991 1.380681070755799 1.424281972610262 1.407908807659308 1.415755362665468 1.409869016980449
108 1.331268789903286 1.370077366143786 1.362640532185931 1.380126613019844 1.4239263665419 1.408669018942196 1.416109334065957 1.410152413492415
109 1.331558354905639 1.370405072920766 1.362396938062832 1.379545249054225 1.423594188748587 1.409530803121907 1.416478601400594 1.410471061158897
110 1.331820786788657 1.370707905345359 1.362146534117671 1.378881703546812 1.423232510711795 1.4104381650464 1.416819001231434 1.41078045824333
111 1.332072681617348 1.371008785586443 1.361904225352082 1.378155905860945 1.422867968432923 1.411397976543317 1.417147161984543 1.411099805700842
112 1.332309196901529 1.371296990308482 1.361672455406099 1.377357907849587 1.42249909738469 1.412405433923348 1.417452537931236 1.411420853017586
113 1.332540746865756 1.371583892646161 1.361455286000293 1.376501528887319 1.422110722110582 1.413428112273405 1.417741232698613 1.411750400928641
114 1.332769505551203 1.371872457036053 1.361259699303055 1.375589233186769 1.421717633261807 1.414470837086049 1.418016630196043 1.412091482166856
115 1.332981211286949 1.372144562380997 1.361065137991396 1.374599673721155 1.421296557981546 1.415509009079425 1.418261143691682 1.412426775206565
116 1.333182307057603 1.372408998692705 1.360881492348147 1.373553271182753 1.420855713135633 1.416537264112371 1.41848673670812 1.412766871345506
117 1.333380326613191 1.37267192474219 1.360721667584293 1.372448935921304 1.420399077129243 1.417556496988926 1.418686204666175 1.41310510671938
118 1.333576408540153 1.37293369115073 1.360570428463562 1.371293823149212 1.419916591853039 1.418562023562735 1.418865131651535 1.413442662728895
119 1.333755574059121 1.373182929260502 1.360427368198416 1.370081830374765 1.419407780456977 1.419534524779529 1.419017598069213 1.413777617362022
120 1.333939438495906 1.373436816608611 1.360307472956771 1.368833698812534 1.418875637832874 1.420476932599111 1.419147580149902 1.414102660331889
121 1.334113282504495 1.373678201441438 1.360202134614302 1.367544513727971 1.418320037742332 1.421396434123934 1.419255165521222 1.414424325242417
122 1.334289998026584 1.373922834980348 1.360115732653984 1.3662248795561 1.417741390055264 1.42227950555287 1.419344463000119 1.414738087589764
123 1.334462047527257 1.374161936275204 1.360043731136599 1.364874723526835 1.417144383396509 1.423141604760873 1.419415694286967 1.415044614102082
124 1.334626642362497 1.374392474103201 1.35998238150989 1.36349087806349 1.416511804974986 1.423984843340995 1.419464543429187 1.415336772810183
125 1.334789964540589 1.374621883461197 1.359940255461248 1.362092681194487 1.415858794647002 1.424830513130765 1.419499726112047 1.41562026574917
126 1.334956135610919 1.374850957924694 1.359912918204675 1.360674394946748 1.415176584069762 1.425641146793789 1.419515849331567 1.415885576814834
127 1.33512075325054 1.375076086912097 1.359899621129438 1.35925151977725 1.414467332345764 1.426427212188646 1.419514910202 1.416136005512715
128 1.335290326693222 1.375303847013307 1.359907144330072 1.357820266212175 1.413739890096771 1.427175630035862 1.419508897301917 1.416377846944148
129 1.335466905355135 1.37553678712643 1.359935759132277 1.356396812444231 1.412989678510539 1.427899448163177 1.419493688217172 1.4166033142174
130 1.335639506540514 1.375765082437527 1.359971268217801 1.354964552049347 1.412205114820998 1.428573660620263 1.41946696351556 1.416808010464485
131 1.335818589424862 1.375992189331552 1.36002760819127 1.353541075272569 1.411404482160592 1.429213133222029 1.419429840839271 1.41699411107849
132 1.335996328319723 1.376218347896911 1.3600989820798 1.352132097563245 1.410585401100534 1.429833558679342 1.419397648679095 1.417170460057606
133 1.336180525324056 1.376448155180412 1.360181243803942 1.350736070669554 1.409740441327632 1.43041832992932 1.419352690027586 1.417323587214784
134 1.336368502845112 1.376677457243839 1.360284118049613 1.34936133106187 1.408888828639361 1.430981709640425 1.419317342597121 1.417467269707196
135 1.336562673314459 1.376911335048264 1.36039955079199 1.348014348493965 1.408015463021464 1.431515808488136 1.419278710854826 1.417593915922247
136 1.336759841051114 1.37714492425678 1.360528566543722 1.346688527887871 1.407135111365057 1.432025908306741 1.419253291329395 1.417713436611219
137 1.336956440039222 1.377373767738011 1.360662357040964 1.345384463768204 1.406237186030799 1.432500995161504 1.419231979784613 1.417813528125713
138 1.337157807022196 1.377604103691264 1.360810723365094 1.344107059907067 1.405333309327305 1.432948012359714 1.419213755161426 1.417899614017726
139 1.337362627351114 1.377834313243602 1.36097029396953 1.342864224234384 1.40442879218648 1.433369897300479 1.419212039278798 1.417977808560822
140 1.337571141287968 1.378062705441638 1.361136901934957 1.341651405616339 1.403520425355484 1.433755867320271 1.419219436598357 1.418039156467252
141 1.337784508113502 1.37829560095589 1.361315343006332 1.340478271509643 1.402618398935662 1.434119319527121 1.419242291276728 1.418093508853167
142 1.338011500488702 1.378539597958063 1.361510967774423 1.3393522355759 1.401729418607954 1.434463873532027 1.419286732778826 1.418142760845062
143 1.338236103241603 1.378775878043573 1.361708675250751 1.338257979640911 1.400841603740858 1.43477625578155 1.419340220301759 1.41817661956425
144 1.338461427322745 1.379013706695928 1.361909310485596 1.337201145653244 1.399964570497309 1.435062076451377 1.419412062613029 1.418202123770508
145 1.338701347027544 1.379259451545433 1.362130350140013 1.336197139477635 1.39911544675976 1.435334783309872 1.419509262264976 1.418222597956148
146 1.338939321290673 1.379502940687682 1.362348386867794 1.335228213241157 1.398272751382037 1.435576567369065 1.419615704477718 1.418229520520129
147 1.339184957408904 1.379750365675646 1.362574996417441 1.334307740676118 1.397455034975769 1.435801838543922 1.419744058202179 1.418232455728586
148 1.339419608846008 1.379982139338908 1.362793372166981 1.333413297641192 1.396655482045582 1.435995348491512 1.419877440707877 1.418216457120902
149 1.339658842881375 1.380218985732345 1.363017831492422 1.332569869302912 1.395883559648589 1.436180763172808 1.420031160093399 1.418193022041391
150 1.339905200581972 1.380457432454527 1.363251053327023 1.331769876361395 1.395141739764521 1.436343107854078 1.420201923828113 1.418160893343767
151 1.340157536168905 1.380700583911186 1.363487961905721 1.331019157953228 1.39443449582848 1.436505175404908 1.420392689670856 1.418126199693847
152 1.340403902706152 1.3809358986419 1.36372191312899 1.33030227309543 1.393749795588324 1.436643476200569 1.420591500352256 1.418078047907682
153 1.340658268553498 1.38117602740166 1.363961337976115 1.329633148828346 1.393097909088169 1.436779724350161 1.42080881239267 1.418022710996346
154 1.340908777731419 1.381409813122688 1.364197449058911 1.329005810404504 1.392483278351065 1.436914762558198 1.421033960084782 1.417959286932792
155 1.341159175163242 1.381640924691168 1.364435168448995 1.328420257577811 1.391899191409668 1.43705488346879 1.421272084624448 1.4178882792415
156 1.341411907016169 1.381873787898362 1.364670282884338 1.327874506971268 1.391346271602973 1.437194003859087 1.421522018472645 1.417808814138614
157 1.34166125687213 1.382101861481376 1.364903264014941 1.327370315301744 1.390829357171871 1.437348670369763 1.421783457431378 1.417726522252734
158 1.341910659742478 1.382326017634934 1.365136164345059 1.326903017961488 1.390343450209207 1.437504130341413 1.422046896502883 1.41762868989814
159 1.34217082182085 1.382561701907351 1.365377177418643 1.326488486247762 1.389897573551554 1.437687193653753 1.422331688458624 1.417533904587616
160 1.342412550310383 1.382774935886782 1.36559723750049 1.326095165072192 1.389475325844307 1.437870739256917 1.422602228447482 1.417420755063297
161 1.342650601938061 1.382985214689918 1.365814162181638 1.325740730066468 1.389083560681834 1.438075343368067 1.422883304440919 1.417301193566074
162 1.342890129953189 1.383193156487645 1.366030001124686 1.325422587806687 1.388727460435428 1.438292589338003 1.423171938013839 1.417178439346028
163 1.34314939995248 1.383421004894478 1.366258609284387 1.325159871294171 1.388393479346917 1.438522971010499 1.423467914672999 1.417048818667335
164 1.343371879143168 1.383610575975931 1.36645306211239 1.324908451454911 1.388100651659179 1.438764657521081 1.423750449100203 1.416911547505678
165 1.343599946958208 1.383805721662218 1.366650587180584 1.324696184363332 1.387829310064665 1.439018285108038 1.424037745154979 1.416764850019511
166 1.343817719754671 1.383988493389091 1.366839425186551 1.324514772076408 1.387585115313888 1.43927660367916 1.424317472165223 1.416612613573815
167 1.344028816129925 1.384163905583248 1.367018500250131 1.324363981067721 1.387366406023848 1.439541628540163 1.424597909140196 1.416456414291435
168 1.344235054968383 1.384334024548859 1.367192372443854 1.324246371797865 1.38717420859391 1.439810780815539 1.424870514028322 1.416293754258042
169 1.344437182165409 1.384497932970464 1.367360292522159 1.32415925478383 1.387004325025195 1.440073298662321 1.425140639483979 1.416128932736119
170 1.344629929066421 1.384653425206422 1.367518927888311 1.32409976100332 1.38685753005074 1.440334599132475 1.425402137686202 1.415959297592589
171 1.344816304654605 1.384799801779433 1.367669190669895 1.32406492417427 1.386731441281273 1.44058758872778 1.425655004945535 1.415785581008021
172 1.344996379266711 1.384940136435987 1.367811251702372 1.324056850251585 1.386622927917224 1.440833745521518 1.425903905001286 1.415615066186233
173 1.345180001017569 1.385082867714475 1.367954084382011 1.32408184522335 1.386533647438796 1.441065340176934 1.426140432327102 1.415432714235978
174 1.345323187547071 1.385186892544939 1.368060325738754 1.324107757345198 1.386472316885074 1.441281569348002 1.426337069636668 1.415260522216887
175 1.345489036947308 1.385311545103567 1.368183045484468 1.324172330099961 1.38641705155237 1.441515211172867 1.426579808618196 1.41507713520949
176 1.345639429563581 1.385417237776986 1.368292531862685 1.324255126821604 1.386374030206549 1.441702571316329 1.426780321526156 1.414905326057855
177 1.345770423413122 1.385508533033133 1.36838434204111 1.324350703653643 1.386358617583498 1.441885634666909 1.426950006263064 1.414732723595274
178 1.345914578689824 1.385609307958017 1.368484502068507 1.324476099365396 1.386347298288344 1.442083087618506 1.427154493446611 1.414552907028585
179 1.346033855305215 1.385686094453374 1.368565229546107 1.324606186398775 1.38635461346221 1.442229444205466 1.427291483902425 1.414386441858241
180 1.346166067567607 1.385774095758472 1.368650416231445 1.324766655754393 1.386368952879739 1.442407755680077 1.427471454779112 1.414204134223759
181 1.346286517429522 1.385848192367749 1.368726410711133 1.324940375421714 1.386392363172858 1.442531204983793 1.427610194282298 1.414045357164617
182 1.346394330067855 1.385916001919591 1.368791026139019 1.325120335052565 1.386431863952385 1.442661032376272 1.427718805032419 1.413887673746449
183 1.346506983031333 1.38598366555901 1.368853326328567 1.325319852310398 1.386472969624471 1.44279493555987 1.427851068630613 1.41370152197598
184 1.346608842808181 1.38603918710882 1.368906341613906 1.325530010895726 1.386518859678032 1.442881071405328 1.427930817126388 1.413544167858477
185 1.346703948366077 1.386093904289058 1.368955214079882 1.325746582326087 1.386577033084981 1.442982032724468 1.427992701650433 1.413403742189558
186 1.346793726916653 1.3861375781204 1.368989731382287 1.325973639622317 1.38662880702612 1.443074664212684 1.428063543397024 1.413209296398603
187 1.346878358609863 1.386182739992373 1.369028676799665 1.326204596854651 1.386696047254624 1.443140669371385 1.428081183166785 1.413092206940903
188 1.346961672567152 1.386219703679034 1.369054602546709 1.326456559386078 1.386766210783216 1.44322469991958 1.428123342055377 1.412895553593704
189 1.34703836165522 1.386256856009272 1.369084674279457 1.326705121802279 1.386838606226991 1.443269608873529 1.428101610327329 1.41277802189282
190 1.347109857350435 1.386287592779398 1.36910314089064 1.326964150420686 1.386915307134155 1.443338334894068 1.42809070615126 1.412611876913839
191 1.347176735074044 1.386307245163904 1.369113186612859 1.327231542730813 1.386997597833004 1.44338138960531 1.428070393591024 1.412414099982872
192 1.3472434424599 1.386331441471991 1.369127117496842 1.327505928187987 1.387081864077715 1.443405052590039 1.428009688590248 1.412257075650482
193 1.347308654452748 1.386358191875727 1.369141456000737 1.327783080424369 1.387167711054241 1.443434363643243 1.427938038120465 1.412112328952133
194 1.347372694061748 1.386382586881274 1.369151872749663 1.328067348576216 1.387256717555104 1.443477931655562 1.427869545552048 1.411940835010634
195 1.347430068872717 1.38639496994777 1.369147765232778 1.328355205143211 1.387347122997537 1.443497808859258 1.427783571100354 1.411704213456775
196 1.347486167981193 1.386409940115737 1.369147566653659 1.328643995536669 1.387435885565643 1.443493983524411 1.427659940382311 1.41149370113883
197 1.347542816156169 1.386430161596096 1.36915090105224 1.32893280001946 1.387521992720994 1.443503338248417 1.427529924563945 1.411305289341755
198 1.347595965320141 1.386445167515198 1.36914645074301 1.329223484951942 1.387608663450823 1.443520772750269 1.427404539643306 1.411072410743009
199 1.347645064313356 1.386456758702459 1.369139265312042 1.329511670502897 1.387692731282153 1.443527163097682 1.427261792913914 1.410826521853232
200 1.347692250962198 1.386462526599676 1.369123038683147 1.329811219488391 1.387787133662194 1.443519255584758 1.427111959456397 1.410459377701048
201 1.347738480966058 1.386472211987039 1.369109854761859 1.330102930722926 1.38787042423278 1.4434894475021 1.426938361283617 1.410125243246509
202 1.347788394998128 1.386488756951798 1.369103804645351 1.330394034298608 1.387954622103913 1.443472679190359 1.426772721473801 1.409793783513164
203 1.347833636219495 1.386499988449447 1.369088564155151 1.330683031816057 1.388032684542072 1.443462790371404 1.426608594472483 1.409381160200092
204 1.347883565713081 1.386517321697817 1.369081870463802 1.330977914018391 1.388121052178316 1.443461125243626 1.426453600284623 1.408971658541191
