time	flx	max_v	min_t	vol fraction
13322	-0.373433766671453	0.000370562004349246	269.178322783714	217491.6
13323	-0.373421763942605	0.000370585168530008	269.178322147132	217462.1
13324	-0.373409203619193	0.00037075652333848	269.178321338429	217432.7
13325	-0.373396389677309	0.000370691008271828	269.17832069595	217403.2
13326	-0.373385800851725	0.000370780697694109	269.178320551872	217373.9
13327	-0.373374722977903	0.000370560238678894	269.17832083726	217344.5
13328	-0.373360153036821	0.000370856768185674	269.178321192887	217315.0
13329	-0.373344245604618	0.000370720658243856	269.178321598891	217285.2
13330	-0.373325893105149	0.00037081770937264	269.178322091442	217255.9
13331	-0.373307284741864	0.000370993980844703	269.178321925944	217226.4
13332	-0.373291145169866	0.000370985921292073	269.178319950948	217197.0
13333	-0.373278769267769	0.000371351413979255	269.178316534234	217167.1
13334	-0.37327005771191	0.00037094172888245	269.178313173646	217137.5
13335	-0.373264405868629	0.000371248109056649	269.178310738625	217107.9
13336	-0.37325995583872	0.00037135892776271	269.178309442714	217078.8
13337	-0.373257818888283	0.000371430458429977	269.178309546482	217049.5
13338	-0.373258401162691	0.00037160008111475	269.178310754113	217019.8
13339	-0.373260133636016	0.000371357126133559	269.178312302787	216990.7
13340	-0.37325919549553	0.000371707091853396	269.17831356495	216961.6
13341	-0.373244338850672	0.000371873194214464	269.178314450349	216932.0
13342	-0.373224553387881	0.000371682015258148	269.178315062709	216902.6
13343	-0.373207498284768	0.000371831497698049	269.178315318434	216873.0
13344	-0.373187630946296	0.000371781490160404	269.178315373049	216843.8
13345	-0.373161239808708	0.000371944917166457	269.178315378435	216814.3
13346	-0.373131548558191	0.000371929267395681	269.178315346067	216784.6
13347	-0.373104505231286	0.000371824440193055	269.178315178152	216755.3
13348	-0.373086250401805	0.000371916620438192	269.17831498486	216725.7
13349	-0.373076249320437	0.000372157434645704	269.178314765775	216696.3
13350	-0.373069462532787	0.000372019521561387	269.178314425381	216666.7
13351	-0.37306803736169	0.000372020130020476	269.178314094343	216637.4
13352	-0.373070584100962	0.000371992071618118	269.178313987351	216607.8
13353	-0.373071515831364	0.000372176864006052	269.178313828432	216578.2
13354	-0.37306490664408	0.000372354069202102	269.178313640815	216548.6
13355	-0.373049368457257	0.000372087075309028	269.178313632563	216518.9
13356	-0.373030686911455	0.000372095012309707	269.178314049493	216489.4
13357	-0.3730128704643	0.000372147565557467	269.178314791421	216460.1
13358	-0.372996136973066	0.000372178130933089	269.178314962285	216430.5
13359	-0.37297978988255	0.000372031556795986	269.178313852929	216401.3
13360	-0.372965068860491	0.000372302355708553	269.178312010947	216371.7
13361	-0.372951023338338	0.000372001682651652	269.178310139087	216342.4
13362	-0.372936036477717	0.000372166758403902	269.178308416591	216312.7
13363	-0.372922175940315	0.000372562308725966	269.178306774424	216282.9
13364	-0.372912523327085	0.000372334111354818	269.178305383273	216253.8
13365	-0.372908576380049	0.000372250963035796	269.178304511455	216224.7
13366	-0.372900577671976	0.000372456245701896	269.17830475006	216195.1
13367	-0.372885210105204	0.000372361789454573	269.178305842984	216165.4
13368	-0.372866792459033	0.00037259995528194	269.178307093944	216135.7
13369	-0.372851791663965	0.000372214646568375	269.178308295788	216106.3
13370	-0.372844751810813	0.000372449026107052	269.17830945825	216077.1
13371	-0.372838647782148	0.000372765252148882	269.178310139572	216047.4
13372	-0.372818817390807	0.000372424623159764	269.178310216951	216017.9
13373	-0.372777828726953	0.000372462822493499	269.178309875973	215988.2
13374	-0.372733572345049	0.000372504497534937	269.178309572289	215958.6
13375	-0.372693490531076	0.000372750122854114	269.178309786802	215929.0
13376	-0.372658871711739	0.000372422557827243	269.178310197043	215899.2
13377	-0.372628832932192	0.000372833308044119	269.178310503271	215869.6
13378	-0.3726045676022	0.000372683066396125	269.178310629642	215840.0
13379	-0.372585813664634	0.000372789914722059	269.178310567945	215810.6
13380	-0.372570544656681	0.000372880749099474	269.178310566159	215781.1
13381	-0.372554840832833	0.000372891609382164	269.178310597123	215751.2
13382	-0.372539340661198	0.000372746504434751	269.178310548449	215721.6
13383	-0.372526492887213	0.000372963339450899	269.178310374148	215691.9
13384	-0.372514799288012	0.000372875681646874	269.178310035691	215662.1
13385	-0.372504393230296	0.000372720240399193	269.178309646136	215632.9
13386	-0.372495578420587	0.000372768562078672	269.178309408898	215603.3
13387	-0.372486554814195	0.000372909332364073	269.17830957997	215573.7
13388	-0.372477666124384	0.000372694537419849	269.178310043884	215544.2
13389	-0.372470135573324	0.00037315217077183	269.178301049244	215514.8
13390	-0.372462923978087	0.000372719450417418	269.178285707077	215485.6
13391	-0.372446597796019	0.000372895028736851	269.178259866524	215456.2
13392	-0.3724200479787	0.000373231113568833	269.178228503789	215426.5
13393	-0.372388158556587	0.00037305404573307	269.178198262485	215397.1
13394	-0.372353390203265	0.000373261372674638	269.17817124091	215367.6
13395	-0.372319587894846	0.00037330904891237	269.178147577599	215337.7
13396	-0.372289646221212	0.000373218022880825	269.17812667357	215307.8
13397	-0.372264882616436	0.000373148871899222	269.178107960546	215278.3
13398	-0.372243880042276	0.000373390873004	269.178091212341	215248.5
13399	-0.37222794730641	0.000373194716455985	269.17807635715	215219.2
13400	-0.372215398531653	0.000373194029735604	269.17806349962	215189.3
13401	-0.372205911819118	0.000373190571124958	269.178052818184	215159.4
13402	-0.372193390397113	0.000373258193175114	269.178039800612	215130.2
13403	-0.372150406605151	0.00037343297524442	269.17800211392	215100.5
13404	-0.372093409769655	0.000373226585426404	269.17795338261	215071.0
13405	-0.372037072791232	0.000373313286706409	269.177905799397	215041.6
13406	-0.371989038774738	0.00037344548488737	269.177863222806	215012.1
13407	-0.371947235424689	0.000373422018455853	269.177826538239	214982.5
13408	-0.371909644824212	0.000373383504036493	269.177795432186	214952.7
13409	-0.371873658065659	0.000373669279206059	269.177767163107	214922.9
13410	-0.371837216535083	0.000373774635173079	269.177739797104	214893.3
13411	-0.371803182404015	0.000374030034702197	269.177714824723	214863.7
13412	-0.371773579216386	0.000373880828079829	269.177692880572	214834.1
13413	-0.371748567329385	0.000374112531774604	269.177673696564	214804.8
13414	-0.371729107844989	0.00037395923037843	269.17765691781	214775.0
13415	-0.371714040767639	0.000374111430765693	269.177642077812	214745.5
13416	-0.371699328907134	0.000374188227111582	269.177628533074	214715.8
13417	-0.37168667000666	0.00037379858683227	269.177615137418	214686.4
13418	-0.37167480033316	0.000374285899098081	269.177597903776	214657.0
13419	-0.371664308615123	0.000374224746276003	269.177577672018	214627.1
13420	-0.371655410966883	0.000374323042362529	269.177557636211	214597.3
13421	-0.371646452313826	0.000374427057580413	269.177539436609	214567.4
13422	-0.371638463476693	0.000374498031293786	269.177523668599	214537.8
13423	-0.37163464388153	0.000374198784999891	269.177510709683	214508.6
13424	-0.371632877184746	0.000374434891276213	269.177498819771	214479.0
13425	-0.371620772790252	0.000374461244969387	269.177480099347	214449.1
13426	-0.371600340240898	0.000374837322762115	269.177456391256	214419.4
13427	-0.37157342226123	0.000374549177820911	269.177432129002	214389.7
13428	-0.371544454348469	0.000374676530442496	269.177408837254	214360.1
13429	-0.371515019783611	0.000374436919627405	269.177387036612	214330.4
13430	-0.371484629342186	0.000375001474128144	269.177367037475	214300.3
13431	-0.371455577300177	0.000374642404720588	269.177348881117	214270.7
13432	-0.371431152893544	0.000375028389987981	269.177332370591	214240.9
13433	-0.371411154305986	0.000374775049422686	269.177317243473	214211.1
13434	-0.371393676279395	0.000374971820494904	269.177303219861	214181.5
13435	-0.371379631859094	0.000374946662441259	269.17729012133	214151.7
13436	-0.371368601258687	0.000374847431054769	269.177277651112	214122.1
13437	-0.371358673169458	0.000374760208183862	269.177265883698	214092.3
13438	-0.371342410437717	0.000375397953739647	269.177248956712	214062.4
13439	-0.371312413092904	0.000375139865400638	269.177216257422	214032.5
13440	-0.371279759407102	0.000375061754377076	269.177179444048	214003.0
13441	-0.371246997493675	0.000375378083579121	269.177145923869	213973.4
13442	-0.371215896318098	0.00037541987049519	269.177117032763	213943.6
13443	-0.371189360343288	0.00037551078155948	269.177092753834	213914.1
13444	-0.371165623472942	0.000375587278250459	269.177072156559	213884.2
13445	-0.371139964964683	0.000375569788824647	269.177053496969	213854.6
13446	-0.371115349419063	0.000375867300622815	269.177036525106	213825.1
13447	-0.37109416564807	0.000375784600783157	269.177018885358	213795.9
13448	-0.371073316049098	0.000375916713969871	269.176997398336	213766.0
13449	-0.371053214777246	0.000375926757587774	269.176974919207	213736.2
13450	-0.371036179595175	0.000376092207793761	269.17695435463	213706.7
13451	-0.371025069208637	0.000375913616355309	269.176936757487	213677.0
13452	-0.371017804049881	0.000376331566923976	269.17692209528	213647.3
13453	-0.371011012237251	0.00037640389961616	269.176909935559	213617.5
13454	-0.37100559303326	0.000376209528943442	269.176899597643	213587.8
13455	-0.37099611775243	0.000376377034877478	269.176889486681	213558.0
13456	-0.370979296924247	0.000376473579521233	269.176878283718	213528.2
13457	-0.370960605646542	0.000376650694064528	269.176866623475	213498.2
13458	-0.370943902813283	0.000376678790811522	269.176854270367	213468.7
13459	-0.370930741565974	0.000376558105466943	269.176840195165	213439.0
13460	-0.370916041690113	0.000376754936000843	269.176821633557	213409.5
13461	-0.370899337336973	0.000376503307331284	269.176800562671	213379.9
13462	-0.370884734968459	0.000377081574978915	269.176780985589	213350.1
13463	-0.370873544728775	0.000376826993452007	269.176764472835	213320.3
13464	-0.370864654048274	0.000377132719864887	269.176751187173	213290.3
13465	-0.370859266625748	0.000377173684061979	269.176740735059	213260.5
13466	-0.370855451024152	0.000377275755403659	269.176731617781	213231.1
13467	-0.370848457812829	0.000377426016995305	269.176722521039	213201.1
13468	-0.370836788490591	0.000377338689717944	269.176713383713	213171.4
13469	-0.370826141788293	0.000377538127045963	269.176702392775	213141.6
13470	-0.370817494921115	0.000377688092568527	269.176688431342	213112.0
13471	-0.37080853107523	0.000377568760480602	269.176673645176	213082.3
13472	-0.370799192296617	0.000377520141755371	269.176660098261	213052.5
13473	-0.370789281943952	0.000377935169983259	269.176648530659	213022.6
13474	-0.370779174396661	0.000377561578164708	269.176637400052	212992.8
13475	-0.370769916673202	0.00037801861772399	269.176623620283	212962.9
13476	-0.370760488749224	0.000377961435702375	269.17660899443	212933.0
13477	-0.370749560954302	0.000377757329089502	269.176595615034	212903.6
13478	-0.370739128367728	0.000378064000657803	269.176583882064	212873.8
13479	-0.370727189048397	0.000378239581388635	269.176573805605	212843.7
13480	-0.370714603491158	0.000378001185361491	269.176565302575	212814.3
13481	-0.370705936849507	0.000378093422382164	269.176558129199	212784.7
13482	-0.370701444901374	0.000378441239097816	269.176552068694	212754.7
13483	-0.370698020034232	0.000378525172157317	269.176546936469	212724.8
13484	-0.37069432448073	0.00037867479231428	269.176542577593	212694.7
13485	-0.370690527846991	0.000378576013772576	269.17653877251	212665.0
13486	-0.370686993043265	0.000378797715549134	269.176534989699	212635.3
13487	-0.370683297145654	0.000378666325953733	269.17653042541	212605.8
13488	-0.370680074422491	0.00037902330059899	269.176525207136	212576.1
13489	-0.37067913625928	0.000379039977040409	269.176520026796	212546.2
13490	-0.370679400826727	0.0003791153305384	269.176515337252	212516.3
13491	-0.370680485309942	0.000378954179594236	269.176511148273	212486.9
13492	-0.370683749135828	0.00037927976352578	269.176507442661	212457.2
13493	-0.370688985939266	0.000379356732286304	269.176504318867	212427.2
13494	-0.37069374458959	0.000379227065234456	269.176501794817	212397.9
13495	-0.370695969764069	0.000379283912810721	269.17649995514	212368.3
13496	-0.370697480136625	0.000379569030617405	269.176498719388	212338.6
13497	-0.370700159412814	0.000379535030567346	269.176497788009	212309.2
13498	-0.370704467662088	0.000379972081191167	269.176495959398	212279.8
13499	-0.370706199234602	0.000379649402712709	269.176490918116	212250.1
13500	-0.370706298446106	0.000379697730844487	269.176483486684	212220.7
13501	-0.370705938405703	0.000379845142897873	269.176475177815	212191.3
13502	-0.370703656670002	0.00038024479431489	269.176466775788	212161.1
13503	-0.37069749474789	0.000379843256022893	269.176458294548	212131.5
13504	-0.370686139370691	0.000380143741455094	269.176446198342	212101.7
13505	-0.370669634865043	0.000379887274933871	269.176429909147	212071.7
13506	-0.370651623721423	0.000380348467793996	269.176413100492	212041.7
13507	-0.370637400603092	0.0003798662653142	269.176398254261	212012.5
13508	-0.370629636700265	0.000380431781303138	269.176386044735	211982.7
13509	-0.370626490277142	0.000380051960485506	269.176376141532	211953.0
13510	-0.370625032256022	0.000380508116290003	269.17636803972	211923.1
13511	-0.370624580975215	0.000380421225260055	269.17636151408	211893.6
13512	-0.370628934289646	0.00038032701706498	269.176356431111	211863.6
13513	-0.370636830501831	0.000380677281513404	269.17635246343	211833.7
13514	-0.370644954016597	0.000380547261360721	269.176349254665	211803.9
13515	-0.370650593631505	0.000380644649021472	269.17634581273	211774.2
13516	-0.370651935532633	0.000380491307769261	269.176340215461	211744.7
13517	-0.370650809593399	0.000380804507879124	269.176330633492	211714.9
13518	-0.370649342423185	0.000380682422256479	269.176318192665	211685.4
13519	-0.370651232069588	0.000380602253846635	269.17630546202	211656.4
13520	-0.370653833508232	0.000380835282672947	269.176293971252	211626.9
13521	-0.370653611227148	0.000380906401763982	269.17628384247	211597.7
13522	-0.370647555342919	0.00038072055035907	269.176274157233	211568.0
13523	-0.370639334498208	0.000380941114402569	269.176264787096	211538.5
13524	-0.370632366826748	0.000380901706917906	269.17625622105	211508.8
13525	-0.37062753851006	0.000380865651361921	269.176248799108	211479.4
13526	-0.370626698553669	0.000380704509492093	269.176242570889	211450.5
13527	-0.37062991629977	0.000380915716240535	269.176237274529	211420.9
13528	-0.370635077021801	0.000381049851470651	269.176232468843	211391.2
13529	-0.370639966610788	0.000380871869208028	269.176228081219	211361.9
13530	-0.370642890029986	0.000381070895282877	269.176224144941	211332.5
13531	-0.370639760700841	0.000380971613331287	269.176220034296	211302.9
13532	-0.370632742245006	0.000381428349791344	269.176214782789	211273.5
13533	-0.370628122970089	0.000381105170095426	269.176208603264	211244.1
13534	-0.370628848739597	0.00038166191226905	269.176202220955	211214.6
13535	-0.370630090848354	0.000381168295294351	269.176196206742	211185.0
13536	-0.370627900341475	0.000381326364899151	269.176190778681	211155.6
13537	-0.370622804973707	0.0003815528576445	269.176185944703	211126.2
13538	-0.370618195872127	0.000381621617551443	269.176181633542	211096.6
13539	-0.370612734815297	0.000381903844037694	269.176177693201	211067.1
13540	-0.370601669056693	0.000381416653166274	269.176174110508	211038.0
13541	-0.370590638177736	0.000381949916981762	269.176170961459	211008.3
13542	-0.370581630220102	0.000381824718645388	269.176168264546	210979.3
13543	-0.370574434847462	0.000382014998862923	269.176166024978	210949.6
13544	-0.370568013938925	0.000382093845315567	269.17616362262	210920.0
13545	-0.37055843721648	0.000382262926630655	269.176158480389	210890.4
13546	-0.370546133579924	0.000382506741068898	269.176150256471	210860.7
13547	-0.370535593802488	0.000382196101859193	269.176140883829	210831.2
13548	-0.370528594034212	0.000382488371792371	269.176130636871	210801.9
13549	-0.37052399790483	0.000382444988205098	269.176119035171	210772.5
13550	-0.370521250280045	0.000382242081145076	269.176107108064	210743.1
13551	-0.370514878520611	0.00038225036959294	269.176096011644	210713.6
13552	-0.370504536812296	0.000382584432254462	269.176086310257	210684.2
13553	-0.370494170496176	0.000382374265769704	269.176078106769	210655.0
13554	-0.370488185585349	0.000382341157639321	269.1760712814	210625.8
13555	-0.37048469218303	0.000382423060890462	269.17606562254	210596.3
13556	-0.370466845908811	0.000382363880026024	269.176060741745	210566.9
13557	-0.370441190183845	0.000382409036104336	269.176055749936	210537.2
13558	-0.370418380269355	0.000382639339794403	269.176050449616	210507.5
13559	-0.370401804973661	0.000382469391203348	269.176045258701	210478.1
13560	-0.370390952174214	0.000382565076723357	269.176040624902	210448.9
13561	-0.370385733497142	0.000382668635736745	269.176036810533	210419.7
13562	-0.370387627883744	0.000382623082971568	269.176033702848	210390.5
13563	-0.370392853730727	0.000382838364211408	269.176030428103	210361.0
13564	-0.37039387705422	0.000382681248705389	269.176026648797	210331.7
13565	-0.370393368123817	0.000382850433475654	269.176022684204	210302.7
13566	-0.370395156502551	0.000382908182442663	269.176018828908	210273.5
13567	-0.370398392286096	0.000382893603406203	269.176014805975	210244.1
13568	-0.370401897732662	0.00038279707456428	269.176010430766	210214.6
13569	-0.370406710992284	0.000382734311207681	269.176006165728	210184.9
13570	-0.37041231345173	0.000382819481864689	269.176002424759	210155.4
13571	-0.370418358827373	0.000382466470516915	269.175999356246	210126.1
13572	-0.370425837375663	0.000382741900279735	269.175996995184	210096.5
13573	-0.370430188062769	0.000382731356845131	269.175995344155	210067.0
13574	-0.370430034436877	0.000382506192175378	269.175994319737	210037.9
13575	-0.37043042451083	0.000382311370312343	269.175993365738	210008.7
13576	-0.370431974531814	0.000382579102254025	269.175990279731	209979.5
13577	-0.370432013308172	0.000382610588796623	269.175984090093	209949.9
13578	-0.370430185303823	0.000382625138351669	269.17597625065	209920.4
13579	-0.370427716933637	0.000382531329114722	269.17596840002	209890.8
13580	-0.370427830225964	0.000382623118190206	269.175961449268	209861.0
13581	-0.370433673456191	0.000382478975363468	269.175955723218	209831.5
13582	-0.370443028141419	0.000382485663038601	269.175951174522	209801.9
13583	-0.370450841968462	0.000382631877949461	269.17594739383	209772.4
13584	-0.370455488122222	0.000382524632214283	269.175943755587	209743.0
13585	-0.370458388577971	0.000382651421634656	269.175940070588	209714.0
13586	-0.370459460674794	0.000382296167400067	269.175936521544	209684.5
13587	-0.370444126228284	0.000382262731185086	269.175933175646	209654.9
13588	-0.37042086556186	0.000382701613045194	269.17592964263	209625.5
13589	-0.37040321793141	0.000382553236459247	269.17592571272	209596.3
13590	-0.370396518971929	0.000382621304630466	269.175921661115	209567.0
13591	-0.370394777870056	0.00038266330557232	269.175917898467	209537.5
13592	-0.370396375823732	0.000382540638118566	269.175914708346	209507.9
13593	-0.370401798567111	0.000382258593797884	269.175912164456	209478.8
13594	-0.370406149980526	0.000382455974145188	269.175910259231	209449.6
13595	-0.37040824210035	0.00038234021016472	269.175908896955	209420.2
13596	-0.370409391655806	0.000382242023033314	269.175907783309	209390.8
13597	-0.3704091126375	0.000382414247659052	269.175906465479	209361.4
13598	-0.370406941229522	0.000382318327106432	269.175904270276	209331.8
13599	-0.370404639933263	0.00038229500771868	269.175900663302	209302.4
13600	-0.370402482970393	0.000382231677906972	269.175896224192	209272.8
13601	-0.370400542292886	0.000381738597645136	269.175891758316	209243.3
13602	-0.370399743939973	0.0003824070235385	269.175887601388	209213.5
13603	-0.370399061847769	0.000381528512880975	269.175883477405	209184.7
13604	-0.370398570138735	0.000382190691318695	269.175879421547	209155.3
13605	-0.370399564141457	0.000381994758628407	269.175875791274	209125.8
13606	-0.370401838840577	0.000381924131223592	269.175872745474	209096.4
13607	-0.370405874822653	0.000381799922798503	269.17586999821	209066.9
13608	-0.370413763624113	0.000381715148377873	269.175867212758	209038.0
13609	-0.37042165766335	0.000381554259195976	269.175864556643	209008.5
13610	-0.370425640671936	0.000381635371357647	269.175862342176	208978.9
13611	-0.370426991089556	0.000381771785199015	269.175860733647	208949.5
13612	-0.370428668943361	0.000381049270702076	269.175859765598	208920.2
13613	-0.370436329135952	0.000381342388320676	269.175859400063	208891.0
13614	-0.370450732107413	0.00038134278957443	269.175859490645	208861.6
13615	-0.370466799193653	0.000380864758903168	269.175859590528	208832.3
13616	-0.370479996375311	0.00038113943522399	269.175859519474	208802.9
13617	-0.370486985381486	0.000381152434491205	269.175859406563	208773.7
13618	-0.370487777686719	0.000381133263559193	269.175859326939	208744.1
13619	-0.370486547853466	0.000381052395394762	269.175859365568	208714.9
13620	-0.370489317847431	0.000380899608950006	269.175859639005	208685.4
13621	-0.370498794085192	0.000380930191447391	269.175860222604	208656.1
13622	-0.370513526103811	0.000380799695113219	269.17586111824	208626.9
13623	-0.370530905950495	0.000380668279421158	269.175862220581	208597.7
13624	-0.370547678043715	0.000380653732646056	269.17586332598	208568.3
13625	-0.370564154229665	0.000380430464150532	269.175864511288	208538.6
13626	-0.370578369005889	0.000380523790262214	269.175865872299	208508.9
13627	-0.370589676478579	0.000380148305269823	269.175866870706	208479.4
13628	-0.370600902345907	0.000379940228932901	269.175866747144	208450.1
13629	-0.370611090834997	0.000380033250877161	269.175865684112	208420.7
13630	-0.370619400471255	0.000379780122832108	269.175864309782	208391.7
13631	-0.370627058382037	0.000379806737608601	269.175863086799	208362.1
13632	-0.370633539911683	0.000379735443968591	269.175862206493	208333.0
13633	-0.370638307629839	0.000379381640598489	269.175861702748	208303.8
13634	-0.370642235894576	0.000379436872605345	269.175861296703	208274.4
13635	-0.370646533398962	0.000379232352320549	269.175860622401	208245.3
13636	-0.370629532326186	0.000378871098361626	269.175859756459	208216.5
13637	-0.370589838263988	0.000378931893910365	269.175858810559	208187.1
13638	-0.370555730579051	0.000378466038119849	269.175857823011	208157.8
13639	-0.370531713609222	0.000378687543079496	269.175856752895	208128.0
13640	-0.370516199007141	0.000378072197552162	269.175855468439	208098.8
13641	-0.370507248890992	0.000378189958415153	269.175854088231	208069.6
13642	-0.370500093998239	0.000377756443525114	269.175852835071	208040.3
13643	-0.370495238259649	0.000377468891964982	269.175851776645	208011.0
13644	-0.370489538313062	0.000377182014016129	269.175850943686	207982.2
13645	-0.37047523550421	0.000377056286195085	269.175849943434	207952.8
13646	-0.370455074191657	0.00037645591491723	269.175847762266	207923.9
13647	-0.370433206206913	0.000376268312243625	269.175844400373	207895.0
13648	-0.370414679626943	0.000376088636861012	269.175840471593	207865.4
13649	-0.370397774092983	0.000375680158498185	269.17583614867	207836.4
13650	-0.370383273838051	0.000375327124906479	269.175831628003	207807.3
13651	-0.370373092216203	0.000375454859673327	269.175827387091	207777.9
13652	-0.370366513394363	0.0003750939626045	269.175823843144	207748.6
13653	-0.37036176039955	0.000375028807237668	269.175821124157	207719.1
13654	-0.370357061091958	0.000374672203152723	269.17581906263	207689.8
13655	-0.370351491722515	0.00037437084097775	269.175817450448	207660.3
13656	-0.37034682810594	0.000374337136117725	269.175816033236	207630.7
13657	-0.370345031442916	0.000373944194964717	269.175814829357	207601.5
13658	-0.370347917774961	0.000373945767819552	269.175814060695	207572.5
13659	-0.370351089916574	0.000373811698036504	269.175813882405	207543.5
13660	-0.370354287027157	0.000373884445411237	269.175814304196	207514.0
13661	-0.370355904238673	0.000373777415504247	269.175815220134	207484.6
13662	-0.370353846198652	0.000373500964684472	269.175816322193	207455.2
13663	-0.370350734708193	0.000373502461314903	269.175817218565	207425.6
13664	-0.370350079998444	0.000373604412836937	269.175817883634	207396.1
13665	-0.370352432548917	0.000373411233017024	269.175818416012	207366.7
13666	-0.370355616298767	0.000373457831885148	269.175818533169	207337.3
13667	-0.370357702026608	0.000373648181440475	269.175818045044	207308.0
13668	-0.37036008218945	0.000373362829940602	269.175817347504	207278.6
13669	-0.370360783703589	0.000373149765597916	269.175817008309	207249.4
13670	-0.370360490074768	0.000373089874507343	269.175816973049	207220.7
13671	-0.370362641504404	0.000372977331643904	269.175817024371	207191.3
13672	-0.370363166955086	0.000373189840306852	269.175816923096	207161.8
13673	-0.370361245646414	0.000372960150455585	269.175816620561	207132.3
13674	-0.370360941996892	0.00037338439305905	269.175816327007	207102.8
13675	-0.37036635707835	0.000373012269909059	269.175816276296	207073.6
13676	-0.370377496065896	0.000373060997652609	269.175816659239	207044.4
13677	-0.370391533826729	0.000373104471899975	269.175817556574	207015.2
13678	-0.370402892134968	0.000372815812661624	269.175818976084	206985.8
13679	-0.370410340709607	0.000373067428272613	269.175820886328	206956.5
13680	-0.370417262410284	0.000373109930665291	269.175823130316	206927.0
13681	-0.370425018988412	0.000372863464512	269.175825182851	206897.7
13682	-0.370435852551504	0.000373029639748754	269.175826790438	206868.5
13683	-0.370446027038942	0.000373002342610147	269.175828186968	206839.6
13684	-0.37045111854378	0.000372648619404918	269.175829638265	206810.2
13685	-0.370447863941961	0.00037270838908886	269.175831120296	206780.8
13686	-0.370439762581652	0.000372766825893424	269.175832299047	206751.1
13687	-0.370432167508718	0.000372725839071392	269.175832458652	206721.7
13688	-0.370428921267392	0.000372655284841626	269.175831339548	206692.1
13689	-0.3704276863154	0.000372821148535029	269.175829709133	206662.7
13690	-0.370423052565019	0.000372550777915207	269.175828339337	206633.4
13691	-0.370418053807572	0.000372671443790733	269.175827592109	206603.9
13692	-0.370415300435836	0.000372614712392809	269.175827573247	206574.9
13693	-0.370412091080404	0.000372198761422564	269.175828289505	206545.9
13694	-0.37040764647916	0.00037294611579376	269.175829733578	206516.4
13695	-0.370405079536706	0.000372056588819925	269.175831862658	206487.0
13696	-0.370407113320816	0.000372272325431447	269.175834592274	206457.6
13697	-0.370412071675881	0.00037240144568557	269.175837865153	206427.9
13698	-0.370418978833757	0.000372015420545034	269.175841690012	206398.4
13699	-0.370422918194883	0.000371956110632008	269.175845978772	206368.8
13700	-0.370426389452011	0.000371986296841538	269.175850471532	206339.3
13701	-0.370433963380642	0.000371801331031464	269.175854807237	206310.1
13702	-0.37044268150126	0.000371853953417541	269.175858674117	206280.6
13703	-0.370451948867454	0.000371492989622686	269.175862092919	206251.2
13704	-0.370459486751229	0.00037149836475211	269.175865230199	206221.7
13705	-0.370464342344364	0.000371450526271496	269.175868285652	206192.3
13706	-0.37046566498556	0.00037084085059657	269.17587147215	206162.9
13707	-0.370465577584105	0.000371174599358525	269.175874863221	206133.3
13708	-0.370466733194567	0.000370722701293898	269.175878366643	206103.8
13709	-0.370468889969026	0.000370805117986542	269.17588191348	206074.3
13710	-0.370470731749368	0.000370696813208178	269.175885509326	206045.0
13711	-0.370472336044018	0.000370328314876368	269.175889162898	206015.5
13712	-0.370476003874047	0.000370560677751566	269.175892855372	205986.1
13713	-0.370482064044791	0.000370153892458737	269.175896550942	205956.7
13714	-0.370487241875022	0.000370444377644015	269.175900224428	205927.2
13715	-0.370488546573539	0.000370248331969163	269.175903478264	205897.7
13716	-0.370488625421843	0.000369997031965512	269.175906008872	205868.4
13717	-0.370490050048817	0.000370309301703837	269.17590795075	205839.0
13718	-0.37049241866509	0.000369796431147411	269.175909469829	205809.7
13719	-0.370495416005017	0.000369848086591564	269.175910734744	205780.3
13720	-0.370499273634698	0.000369645827492482	269.175912008898	205750.9
13721	-0.370502426476498	0.000369430698855235	269.175913494803	205721.7
13722	-0.370502671123075	0.000369455671871959	269.175915257671	205692.2
13723	-0.37050326193753	0.000369626455137659	269.175917322144	205662.7
13724	-0.37050558538032	0.000369218518366196	269.175919731524	205633.5
13725	-0.370508552936419	0.000369171339662629	269.175922467853	205604.0
13726	-0.370507474503207	0.000369069385412812	269.175925465664	205574.5
13727	-0.370504837065961	0.000368885739787318	269.175928537499	205545.0
13728	-0.370504581259068	0.000368527268750832	269.175931582858	205515.6
13729	-0.370513379921632	0.00036845977879755	269.175934653399	205486.5
13730	-0.370524348182309	0.000368338701174418	269.175937645382	205457.1
13731	-0.370527970476361	0.000367709384852409	269.175940206578	205427.8
13732	-0.37052914148561	0.000367501834581544	269.175942035938	205398.6
13733	-0.370531484963653	0.000367076671486489	269.175943064248	205369.1
13734	-0.370538299411144	0.000366729314876389	269.175943561813	205340.1
13735	-0.370550725365237	0.000366100231165485	269.175943930819	205310.5
13736	-0.370562521662056	0.000366097346269688	269.17594449647	205280.8
13737	-0.370572518723534	0.000365723332657823	269.175945453054	205251.2
13738	-0.37058418337098	0.000365306377148204	269.175946933299	205222.3
13739	-0.370594444755791	0.000364925429615106	269.175949017488	205192.7
13740	-0.3706029390039	0.000364544551334197	269.175951680083	205163.2
13741	-0.370610771545362	0.000364461130496431	269.175954833797	205134.0
13742	-0.370617744196013	0.000363926841519911	269.175958386335	205104.6
13743	-0.370623620654688	0.000364031456241315	269.17596211448	205075.2
13744	-0.370631099648383	0.000363311825921277	269.175965783739	205045.8
