time	flx	max_v	min_t	vol fraction
4148	-3.9812	0.0010428	269.32	478330.9
4149	-3.9812	0.0010421	269.32	478330.9
4150	-3.9812	0.0010414	269.32	478330.9
4151	-3.9812	0.0010407	269.32	478330.9
4152	-3.9813	0.0010400	269.32	478330.9
4153	-3.9813	0.0010393	269.32	478330.9
4154	-3.9813	0.0010386	269.32	478330.9
4155	-3.9813	0.0010379	269.32	478330.9
4156	-3.9812	0.0010372	269.32	478330.9
4157	-3.9813	0.0010366	269.32	478330.9
4158	-3.9813	0.0010359	269.32	478330.8
4159	-3.9813	0.0010352	269.32	478330.8
4160	-3.9813	0.0010345	269.32	478330.8
4161	-3.9813	0.0010338	269.32	478330.8
4162	-3.9813	0.0010331	269.32	478330.8
4163	-3.9813	0.0010324	269.32	478330.9
4164	-3.9812	0.0010317	269.32	478330.8
4165	-3.9813	0.0010311	269.32	478330.8
4166	-3.9813	0.0010304	269.32	478330.8
4167	-3.9812	0.0010297	269.32	478330.8
4168	-3.9813	0.0010290	269.32	478330.8
4169	-3.9813	0.0010283	269.32	478330.8
4170	-3.9813	0.0010277	269.32	478330.8
4171	-3.9813	0.0010270	269.32	478330.8
4172	-3.9812	0.0010263	269.32	478330.7
4173	-3.9813	0.0010256	269.32	478330.7
4174	-3.9813	0.0010250	269.32	478330.7
4175	-3.9813	0.0010243	269.32	478330.8
4176	-3.9813	0.0010236	269.32	478330.7
4177	-3.9813	0.0010229	269.32	478330.7
4178	-3.9813	0.0010223	269.32	478330.7
4179	-3.9813	0.0010216	269.32	478330.8
4180	-3.9813	0.0010209	269.32	478330.7
4181	-3.9813	0.0010203	269.32	478330.8
4182	-3.9813	0.0010196	269.32	478330.7
4183	-3.9813	0.0010189	269.32	478330.8
4184	-3.9813	0.0010183	269.32	478330.6
4185	-3.9816	0.0010176	269.32	478330.2
4186	-3.9800	0.0010170	269.32	478329.8
4187	-3.9800	0.0010163	269.32	478329.8
4188	-3.9800	0.0010156	269.32	478329.8
4189	-3.9800	0.0010150	269.32	478329.8
4190	-3.9800	0.0010143	269.32	478329.8
4191	-3.9800	0.0010136	269.32	478329.8
4192	-3.9800	0.0010130	269.32	478329.8
4193	-3.9803	0.0010123	269.32	478329.5
4194	-3.9803	0.0010116	269.32	478329.4
4195	-3.9803	0.0010110	269.32	478329.4
4196	-3.9803	0.0010103	269.32	478329.4
4197	-3.9803	0.0010097	269.32	478329.4
4198	-3.9803	0.0010091	269.32	478329.4
4199	-3.9803	0.0010084	269.32	478329.4
4200	-3.9803	0.0010078	269.32	478329.4
4201	-3.9803	0.0010071	269.32	478329.4
4202	-3.9803	0.0010065	269.32	478329.3
4203	-3.9803	0.0010059	269.32	478329.3
4204	-3.9803	0.0010052	269.32	478329.2
4205	-3.9803	0.0010046	269.32	478329.2
4206	-3.9803	0.0010040	269.32	478329.1
4207	-3.9803	0.0010033	269.32	478328.9
4208	-3.9803	0.0010027	269.32	478328.7
4209	-3.9803	0.0010021	269.32	478328.4
4210	-3.9803	0.0010014	269.32	478328.1
4211	-3.9803	0.0010008	269.32	478328.0
4212	-3.9803	0.0010002	269.32	478327.9
4213	-3.9803	0.0009996	269.32	478327.9
4214	-3.9803	0.0009989	269.32	478327.7
4215	-3.9803	0.0009983	269.32	478327.5
4216	-3.9803	0.0009977	269.32	478327.4
4217	-3.9803	0.0009971	269.32	478327.4
4218	-3.9803	0.0009964	269.32	478327.4
4219	-3.9803	0.0009958	269.32	478327.4
4220	-3.9803	0.0009953	269.32	478327.4
4221	-3.9803	0.0009947	269.32	478327.4
4222	-3.9803	0.0009941	269.32	478327.4
4223	-3.9803	0.0009935	269.32	478327.4
4224	-3.9803	0.0009930	269.32	478327.4
4225	-3.9803	0.0009924	269.32	478327.4
4226	-3.9803	0.0009919	269.32	478327.4
4227	-3.9803	0.0009913	269.32	478327.4
4228	-3.9803	0.0009907	269.32	478327.4
4229	-3.9803	0.0009902	269.32	478327.4
4230	-3.9803	0.0009896	269.32	478327.4
4231	-3.9803	0.0009891	269.32	478327.4
4232	-3.9803	0.0009886	269.32	478327.4
4233	-3.9803	0.0009881	269.32	478327.4
4234	-3.9803	0.0009876	269.32	478327.4
4235	-3.9803	0.0009870	269.32	478327.4
4236	-3.9803	0.0009865	269.32	478327.4
4237	-3.9803	0.0009859	269.32	478327.4
4238	-3.9803	0.0009854	269.32	478327.4
4239	-3.9804	0.0009849	269.32	478327.3
4240	-3.9807	0.0009843	269.32	478326.8
4241	-3.9808	0.0009838	269.32	478326.7
4242	-3.9809	0.0009832	269.32	478326.6
4243	-3.9771	0.0009827	269.32	478326.5
4244	-3.9771	0.0009822	269.32	478326.5
4245	-3.9771	0.0009818	269.32	478326.5
4246	-3.9771	0.0009813	269.32	478326.5
4247	-3.9771	0.0009808	269.32	478326.5
4248	-3.9771	0.0009803	269.32	478326.5
4249	-3.9771	0.0009798	269.32	478326.3
4250	-3.9771	0.0009793	269.32	478326.2
4251	-3.9771	0.0009789	269.32	478326.2
4252	-3.9771	0.0009784	269.32	478326.0
4253	-3.9771	0.0009779	269.32	478325.9
4254	-3.9771	0.0009774	269.32	478325.9
4255	-3.9771	0.0009770	269.32	478325.9
4256	-3.9771	0.0009765	269.32	478325.9
4257	-3.9771	0.0009760	269.32	478325.9
4258	-3.9771	0.0009755	269.32	478325.9
4259	-3.9771	0.0009751	269.32	478325.9
4260	-3.9771	0.0009746	269.32	478325.9
4261	-3.9771	0.0009741	269.32	478325.9
4262	-3.9771	0.0009737	269.32	478325.9
4263	-3.9771	0.0009732	269.32	478325.9
4264	-3.9771	0.0009728	269.32	478325.8
4265	-3.9771	0.0009723	269.32	478325.9
4266	-3.9771	0.0009718	269.32	478325.9
4267	-3.9771	0.0009714	269.32	478325.8
4268	-3.9771	0.0009709	269.32	478325.8
4269	-3.9771	0.0009705	269.32	478325.8
4270	-3.9771	0.0009700	269.32	478325.8
4271	-3.9771	0.0009696	269.32	478325.7
4272	-3.9771	0.0009691	269.32	478325.5
4273	-3.9745	0.0009687	269.32	478322.1
4274	-3.9692	0.0009683	269.32	478321.3
4275	-3.9695	0.0009678	269.32	478320.4
4276	-3.9693	0.0009674	269.32	478319.6
4277	-3.9689	0.0009670	269.32	478318.5
4278	-3.9692	0.0009665	269.32	478318.2
4279	-3.9692	0.0009661	269.32	478318.1
4280	-3.9692	0.0009657	269.32	478318.1
4281	-3.9693	0.0009652	269.32	478317.9
4282	-3.9693	0.0009648	269.32	478317.8
4283	-3.9693	0.0009644	269.32	478317.7
4284	-3.9693	0.0009640	269.32	478317.5
4285	-3.9693	0.0009636	269.32	478317.5
4286	-3.9693	0.0009631	269.32	478317.5
4287	-3.9693	0.0009627	269.32	478317.5
4288	-3.9693	0.0009623	269.32	478317.5
4289	-3.9693	0.0009619	269.32	478317.5
4290	-3.9693	0.0009615	269.32	478317.5
4291	-3.9693	0.0009611	269.32	478317.5
4292	-3.9693	0.0009607	269.32	478317.4
4293	-3.9693	0.0009603	269.32	478317.4
4294	-3.9693	0.0009599	269.32	478317.4
4295	-3.9694	0.0009595	269.32	478315.7
4296	-3.9694	0.0009591	269.32	478314.2
4297	-3.9694	0.0009587	269.32	478313.1
4298	-3.9694	0.0009583	269.32	478312.8
4299	-3.9694	0.0009579	269.32	478312.2
4300	-3.9694	0.0009576	269.32	478311.7
4301	-3.9694	0.0009572	269.32	478311.7
4302	-3.9694	0.0009568	269.32	478311.7
4303	-3.9694	0.0009564	269.32	478311.4
4304	-3.9694	0.0009560	269.32	478311.4
4305	-3.9694	0.0009557	269.32	478311.4
4306	-3.9694	0.0009553	269.32	478311.4
4307	-3.9694	0.0009549	269.32	478311.4
4308	-3.9694	0.0009545	269.32	478311.4
4309	-3.9694	0.0009542	269.32	478311.4
4310	-3.9693	0.0009538	269.32	478311.4
4311	-3.9693	0.0009534	269.32	478311.4
4312	-3.9694	0.0009531	269.32	478311.4
4313	-3.9694	0.0009527	269.32	478311.4
4314	-3.9694	0.0009523	269.32	478311.0
4315	-3.9681	0.0009520	269.32	478310.3
4316	-3.9682	0.0009516	269.32	478310.1
4317	-3.9682	0.0009513	269.32	478310.1
4318	-3.9682	0.0009509	269.32	478310.0
4319	-3.9682	0.0009506	269.32	478310.0
4320	-3.9682	0.0009502	269.32	478310.0
4321	-3.9682	0.0009499	269.32	478310.0
4322	-3.9682	0.0009496	269.32	478310.0
4323	-3.9682	0.0009492	269.32	478310.0
4324	-3.9682	0.0009489	269.32	478310.0
4325	-3.9682	0.0009485	269.32	478310.0
4326	-3.9682	0.0009482	269.32	478310.0
4327	-3.9682	0.0009479	269.32	478309.9
4328	-3.9682	0.0009475	269.32	478309.9
4329	-3.9682	0.0009472	269.32	478309.9
4330	-3.9682	0.0009469	269.32	478309.9
4331	-3.9682	0.0009466	269.32	478309.8
4332	-3.9682	0.0009462	269.32	478309.8
4333	-3.9682	0.0009459	269.32	478309.8
4334	-3.9682	0.0009456	269.32	478309.8
4335	-3.9682	0.0009453	269.32	478309.8
4336	-3.9682	0.0009450	269.32	478309.7
4337	-3.9682	0.0009447	269.32	478309.8
4338	-3.9682	0.0009444	269.32	478309.7
4339	-3.9682	0.0009441	269.32	478309.7
4340	-3.9682	0.0009438	269.32	478309.7
4341	-3.9682	0.0009434	269.32	478309.7
4342	-3.9682	0.0009431	269.32	478309.7
4343	-3.9682	0.0009429	269.32	478309.6
4344	-3.9682	0.0009426	269.32	478309.6
4345	-3.9682	0.0009423	269.32	478309.6
4346	-3.9683	0.0009420	269.32	478309.4
4347	-3.9682	0.0009417	269.32	478309.3
4348	-3.9683	0.0009414	269.32	478309.3
4349	-3.9683	0.0009411	269.32	478309.3
4350	-3.9683	0.0009408	269.32	478309.3
4351	-3.9682	0.0009405	269.32	478309.3
4352	-3.9683	0.0009403	269.32	478309.3
4353	-3.9683	0.0009400	269.32	478309.1
4354	-3.9683	0.0009397	269.32	478308.7
4355	-3.9648	0.0009394	269.32	478308.5
4356	-3.9648	0.0009392	269.32	478308.3
4357	-3.9650	0.0009389	269.32	478307.8
4358	-3.9655	0.0009386	269.32	478307.1
4359	-3.9622	0.0009384	269.32	478306.3
4360	-3.9584	0.0009381	269.32	478305.9
4361	-3.9586	0.0009379	269.32	478305.6
4362	-3.9551	0.0009376	269.32	478305.3
4363	-3.9551	0.0009374	269.32	478305.3
4364	-3.9552	0.0009371	269.32	478305.3
4365	-3.9551	0.0009369	269.32	478305.3
4366	-3.9552	0.0009366	269.32	478305.3
4367	-3.9552	0.0009364	269.32	478305.3
4368	-3.9552	0.0009361	269.32	478305.3
4369	-3.9552	0.0009359	269.32	478305.3
4370	-3.9551	0.0009357	269.32	478305.2
4371	-3.9552	0.0009354	269.32	478305.2
4372	-3.9552	0.0009352	269.32	478305.2
4373	-3.9552	0.0009350	269.32	478305.2
4374	-3.9552	0.0009347	269.32	478305.2
4375	-3.9552	0.0009345	269.32	478305.2
4376	-3.9551	0.0009343	269.32	478305.2
4377	-3.9552	0.0009341	269.32	478305.2
4378	-3.9551	0.0009339	269.32	478305.2
4379	-3.9552	0.0009338	269.32	478305.2
4380	-3.9552	0.0009336	269.32	478305.2
4381	-3.9552	0.0009334	269.32	478305.2
4382	-3.9551	0.0009333	269.32	478305.2
4383	-3.9552	0.0009331	269.32	478305.2
4384	-3.9551	0.0009329	269.32	478305.2
4385	-3.9552	0.0009328	269.32	478305.2
4386	-3.9552	0.0009326	269.32	478305.2
4387	-3.9552	0.0009325	269.32	478305.0
4388	-3.9552	0.0009323	269.32	478304.7
4389	-3.9552	0.0009322	269.32	478304.7
4390	-3.9552	0.0009320	269.32	478304.7
4391	-3.9552	0.0009318	269.32	478304.4
4392	-3.9552	0.0009317	269.32	478304.0
4393	-3.9552	0.0009315	269.32	478304.0
4394	-3.9552	0.0009314	269.32	478304.0
4395	-3.9552	0.0009313	269.32	478304.0
4396	-3.9551	0.0009311	269.32	478303.9
4397	-3.9552	0.0009310	269.32	478304.0
4398	-3.9552	0.0009309	269.32	478303.9
4399	-3.9552	0.0009308	269.32	478303.9
4400	-3.9552	0.0009306	269.32	478303.9
4401	-3.9551	0.0009305	269.32	478303.9
4402	-3.9551	0.0009304	269.32	478303.9
4403	-3.9552	0.0009303	269.32	478303.8
4404	-3.9552	0.0009302	269.32	478303.9
4405	-3.9552	0.0009300	269.32	478303.9
4406	-3.9552	0.0009299	269.32	478303.9
4407	-3.9552	0.0009298	269.32	478303.8
4408	-3.9552	0.0009297	269.32	478303.8
4409	-3.9552	0.0009296	269.32	478303.8
4410	-3.9552	0.0009295	269.32	478303.8
4411	-3.9552	0.0009294	269.32	478303.9
4412	-3.9552	0.0009293	269.32	478303.6
4413	-3.9552	0.0009292	269.32	478303.0
4414	-3.9551	0.0009291	269.32	478302.7
4415	-3.9552	0.0009290	269.32	478302.5
4416	-3.9552	0.0009289	269.32	478302.4
4417	-3.9552	0.0009289	269.32	478302.3
4418	-3.9552	0.0009288	269.32	478302.3
4419	-3.9552	0.0009287	269.32	478302.3
4420	-3.9552	0.0009286	269.32	478302.3
4421	-3.9552	0.0009285	269.32	478302.3
4422	-3.9552	0.0009285	269.32	478302.3
4423	-3.9552	0.0009284	269.32	478302.3
4424	-3.9552	0.0009283	269.32	478302.3
4425	-3.9552	0.0009282	269.32	478302.3
4426	-3.9552	0.0009282	269.32	478302.3
4427	-3.9552	0.0009281	269.32	478302.3
4428	-3.9552	0.0009280	269.32	478302.3
4429	-3.9552	0.0009280	269.32	478302.3
4430	-3.9552	0.0009279	269.32	478302.3
4431	-3.9552	0.0009279	269.32	478302.3
4432	-3.9552	0.0009278	269.32	478302.3
4433	-3.9552	0.0009278	269.32	478302.3
4434	-3.9552	0.0009277	269.32	478302.3
4435	-3.9552	0.0009277	269.32	478302.3
4436	-3.9552	0.0009276	269.32	478302.2
4437	-3.9552	0.0009276	269.32	478302.3
4438	-3.9552	0.0009275	269.32	478302.2
4439	-3.9552	0.0009275	269.32	478302.2
4440	-3.9552	0.0009275	269.32	478302.2
4441	-3.9552	0.0009274	269.32	478302.2
4442	-3.9553	0.0009274	269.32	478302.0
4443	-3.9554	0.0009274	269.32	478301.8
4444	-3.9555	0.0009273	269.32	478301.4
4445	-3.9555	0.0009273	269.32	478301.4
4446	-3.9555	0.0009273	269.32	478301.4
4447	-3.9555	0.0009272	269.32	478301.3
4448	-3.9555	0.0009272	269.32	478301.3
4449	-3.9555	0.0009272	269.32	478301.3
4450	-3.9555	0.0009272	269.32	478301.3
4451	-3.9555	0.0009272	269.32	478301.3
4452	-3.9555	0.0009271	269.32	478301.3
4453	-3.9556	0.0009271	269.32	478301.1
4454	-3.9534	0.0009271	269.32	478300.5
4455	-3.9534	0.0009271	269.32	478300.5
4456	-3.9534	0.0009271	269.32	478300.5
4457	-3.9534	0.0009271	269.32	478300.4
4458	-3.9534	0.0009272	269.32	478300.4
4459	-3.9534	0.0009276	269.32	478300.4
4460	-3.9534	0.0009280	269.32	478300.4
4461	-3.9534	0.0009284	269.32	478300.4
4462	-3.9534	0.0009288	269.32	478300.4
4463	-3.9534	0.0009292	269.32	478300.4
4464	-3.9534	0.0009295	269.32	478300.4
4465	-3.9534	0.0009299	269.32	478300.4
4466	-3.9534	0.0009303	269.32	478300.4
4467	-3.9534	0.0009307	269.32	478300.3
4468	-3.9534	0.0009311	269.32	478300.3
4469	-3.9534	0.0009315	269.32	478300.3
4470	-3.9534	0.0009319	269.32	478300.3
4471	-3.9534	0.0009323	269.32	478300.3
4472	-3.9534	0.0009327	269.32	478300.3
4473	-3.9534	0.0009330	269.32	478300.3
4474	-3.9534	0.0009334	269.32	478300.3
4475	-3.9534	0.0009338	269.32	478300.3
4476	-3.9534	0.0009342	269.32	478300.3
4477	-3.9534	0.0009346	269.32	478300.3
4478	-3.9534	0.0009350	269.32	478300.3
4479	-3.9534	0.0009354	269.32	478300.3
4480	-3.9534	0.0009358	269.32	478300.3
4481	-3.9534	0.0009361	269.32	478300.3
4482	-3.9534	0.0009365	269.32	478300.3
4483	-3.9534	0.0009369	269.32	478300.3
4484	-3.9534	0.0009373	269.32	478300.3
4485	-3.9534	0.0009377	269.32	478300.3
4486	-3.9534	0.0009381	269.32	478300.3
4487	-3.9534	0.0009385	269.32	478300.3
4488	-3.9534	0.0009388	269.32	478300.3
4489	-3.9534	0.0009392	269.32	478300.3
4490	-3.9534	0.0009396	269.32	478300.3
4491	-3.9534	0.0009400	269.32	478300.3
4492	-3.9534	0.0009404	269.32	478300.3
4493	-3.9534	0.0009408	269.32	478300.2
4494	-3.9534	0.0009411	269.32	478300.3
4495	-3.9534	0.0009415	269.32	478300.3
4496	-3.9534	0.0009419	269.32	478300.3
4497	-3.9534	0.0009423	269.32	478300.3
4498	-3.9534	0.0009426	269.32	478300.2
4499	-3.9534	0.0009430	269.32	478300.2
4500	-3.9534	0.0009434	269.32	478300.2
4501	-3.9535	0.0009438	269.32	478300.2
4502	-3.9534	0.0009442	269.32	478300.1
4503	-3.9534	0.0009445	269.32	478300.2
4504	-3.9535	0.0009449	269.32	478300.1
4505	-3.9535	0.0009453	269.32	478300.1
4506	-3.9535	0.0009457	269.32	478300.1
4507	-3.9535	0.0009460	269.32	478300.1
4508	-3.9535	0.0009464	269.32	478300.1
4509	-3.9535	0.0009468	269.32	478300.1
4510	-3.9535	0.0009471	269.32	478300.1
4511	-3.9535	0.0009475	269.32	478300.0
4512	-3.9535	0.0009479	269.32	478300.0
4513	-3.9535	0.0009483	269.32	478300.0
4514	-3.9535	0.0009486	269.32	478300.0
4515	-3.9535	0.0009490	269.32	478300.0
4516	-3.9535	0.0009494	269.32	478300.0
4517	-3.9535	0.0009497	269.32	478300.0
4518	-3.9535	0.0009501	269.32	478300.0
4519	-3.9535	0.0009505	269.32	478300.0
4520	-3.9535	0.0009508	269.32	478300.0
4521	-3.9536	0.0009512	269.32	478299.9
4522	-3.9536	0.0009515	269.32	478299.7
4523	-3.9536	0.0009519	269.32	478299.5
4524	-3.9536	0.0009523	269.32	478299.5
4525	-3.9536	0.0009526	269.32	478299.5
4526	-3.9536	0.0009530	269.32	478299.5
4527	-3.9536	0.0009534	269.32	478299.5
4528	-3.9536	0.0009537	269.32	478299.3
4529	-3.9536	0.0009541	269.32	478299.3
4530	-3.9536	0.0009545	269.32	478299.3
4531	-3.9536	0.0009549	269.32	478299.3
4532	-3.9536	0.0009552	269.32	478299.1
4533	-3.9536	0.0009556	269.32	478299.1
4534	-3.9536	0.0009560	269.32	478299.1
4535	-3.9536	0.0009563	269.32	478299.1
4536	-3.9536	0.0009567	269.32	478299.1
4537	-3.9536	0.0009570	269.32	478299.1
4538	-3.9536	0.0009574	269.32	478299.1
4539	-3.9537	0.0009578	269.32	478298.9
4540	-3.9538	0.0009581	269.32	478298.8
4541	-3.9538	0.0009585	269.32	478298.8
4542	-3.9538	0.0009589	269.32	478298.8
4543	-3.9538	0.0009592	269.32	478298.8
4544	-3.9539	0.0009596	269.32	478298.8
4545	-3.9539	0.0009599	269.32	478298.8
4546	-3.9539	0.0009603	269.32	478298.8
4547	-3.9539	0.0009607	269.32	478298.7
4548	-3.9539	0.0009610	269.32	478298.7
4549	-3.9539	0.0009614	269.32	478298.6
4550	-3.9539	0.0009617	269.32	478298.6
4551	-3.9539	0.0009621	269.32	478298.6
4552	-3.9539	0.0009624	269.32	478298.6
4553	-3.9539	0.0009628	269.32	478298.6
4554	-3.9539	0.0009631	269.32	478298.6
4555	-3.9539	0.0009635	269.32	478298.6
4556	-3.9539	0.0009638	269.32	478298.5
4557	-3.9540	0.0009642	269.32	478298.6
4558	-3.9540	0.0009645	269.32	478298.6
4559	-3.9542	0.0009649	269.32	478298.2
4560	-3.9542	0.0009652	269.32	478298.0
4561	-3.9542	0.0009656	269.32	478298.0
4562	-3.9543	0.0009659	269.32	478298.0
4563	-3.9543	0.0009662	269.32	478298.0
4564	-3.9543	0.0009666	269.32	478298.0
4565	-3.9543	0.0009669	269.32	478298.0
4566	-3.9543	0.0009673	269.32	478298.0
4567	-3.9542	0.0009676	269.32	478298.0
4568	-3.9544	0.0009680	269.32	478297.4
4569	-3.9544	0.0009683	269.32	478297.5
4570	-3.9544	0.0009686	269.32	478297.5
4571	-3.9544	0.0009690	269.32	478297.4
4572	-3.9544	0.0009693	269.32	478297.4
4573	-3.9544	0.0009696	269.32	478297.4
4574	-3.9544	0.0009700	269.32	478297.4
4575	-3.9544	0.0009703	269.32	478297.4
4576	-3.9544	0.0009706	269.32	478297.4
4577	-3.9544	0.0009710	269.32	478297.4
4578	-3.9544	0.0009713	269.32	478297.4
4579	-3.9544	0.0009716	269.32	478297.4
4580	-3.9544	0.0009720	269.32	478297.3
4581	-3.9544	0.0009723	269.32	478297.3
4582	-3.9544	0.0009726	269.32	478297.3
4583	-3.9544	0.0009729	269.32	478297.3
4584	-3.9544	0.0009733	269.32	478297.3
4585	-3.9544	0.0009736	269.32	478297.3
4586	-3.9544	0.0009739	269.32	478297.2
4587	-3.9544	0.0009742	269.32	478297.2
4588	-3.9544	0.0009745	269.32	478297.3
4589	-3.9544	0.0009748	269.32	478297.2
4590	-3.9544	0.0009752	269.32	478297.3
4591	-3.9544	0.0009755	269.32	478297.2
4592	-3.9544	0.0009758	269.32	478297.2
4593	-3.9544	0.0009761	269.32	478297.3
4594	-3.9544	0.0009764	269.32	478297.2
4595	-3.9544	0.0009767	269.32	478297.2
4596	-3.9544	0.0009770	269.32	478297.2
4597	-3.9544	0.0009773	269.32	478297.1
4598	-3.9544	0.0009777	269.32	478297.0
4599	-3.9544	0.0009780	269.32	478297.0
4600	-3.9544	0.0009783	269.32	478297.0
4601	-3.9544	0.0009786	269.32	478297.0
4602	-3.9545	0.0009789	269.32	478297.0
4603	-3.9544	0.0009792	269.32	478297.0
4604	-3.9545	0.0009795	269.32	478296.9
4605	-3.9544	0.0009798	269.32	478297.0
4606	-3.9544	0.0009801	269.32	478296.8
4607	-3.9544	0.0009804	269.32	478296.8
4608	-3.9545	0.0009807	269.32	478296.9
4609	-3.9545	0.0009809	269.32	478296.8
4610	-3.9545	0.0009812	269.32	478296.8
4611	-3.9545	0.0009815	269.32	478296.8
4612	-3.9544	0.0009818	269.32	478296.7
4613	-3.9544	0.0009821	269.32	478296.7
4614	-3.9544	0.0009824	269.32	478296.7
4615	-3.9545	0.0009827	269.32	478296.7
4616	-3.9544	0.0009830	269.32	478296.6
4617	-3.9544	0.0009832	269.32	478296.3
4618	-3.9544	0.0009835	269.32	478296.2
4619	-3.9545	0.0009838	269.32	478296.2
4620	-3.9545	0.0009841	269.32	478296.2
4621	-3.9545	0.0009844	269.32	478296.2
4622	-3.9545	0.0009846	269.32	478296.1
4623	-3.9545	0.0009849	269.32	478296.1
4624	-3.9545	0.0009852	269.32	478296.1
4625	-3.9545	0.0009855	269.32	478296.1
4626	-3.9545	0.0009857	269.32	478296.1
4627	-3.9546	0.0009860	269.32	478296.0
4628	-3.9546	0.0009863	269.32	478295.9
4629	-3.9546	0.0009866	269.32	478296.0
4630	-3.9546	0.0009868	269.32	478295.8
4631	-3.9546	0.0009871	269.32	478295.8
4632	-3.9546	0.0009873	269.32	478295.8
4633	-3.9546	0.0009876	269.32	478295.8
4634	-3.9546	0.0009879	269.32	478295.8
4635	-3.9546	0.0009881	269.32	478295.8
4636	-3.9546	0.0009884	269.32	478295.8
4637	-3.9546	0.0009886	269.32	478295.8
4638	-3.9546	0.0009889	269.32	478295.8
4639	-3.9546	0.0009892	269.32	478295.8
4640	-3.9546	0.0009894	269.32	478295.8
4641	-3.9546	0.0009897	269.32	478295.8
4642	-3.9546	0.0009899	269.32	478295.8
4643	-3.9546	0.0009902	269.32	478295.8
4644	-3.9546	0.0009904	269.32	478295.8
4645	-3.9546	0.0009907	269.32	478295.7
4646	-3.9546	0.0009909	269.32	478295.7
4647	-3.9546	0.0009911	269.32	478295.8
4648	-3.9546	0.0009914	269.32	478295.8
4649	-3.9546	0.0009916	269.32	478295.7
4650	-3.9546	0.0009919	269.32	478295.7
4651	-3.9546	0.0009921	269.32	478295.7
4652	-3.9546	0.0009924	269.32	478295.7
4653	-3.9546	0.0009926	269.32	478295.7
4654	-3.9546	0.0009928	269.32	478295.7
4655	-3.9546	0.0009931	269.32	478295.7
4656	-3.9546	0.0009934	269.32	478295.7
4657	-3.9546	0.0009937	269.32	478295.5
4658	-3.9546	0.0009940	269.32	478295.3
4659	-3.9546	0.0009943	269.32	478295.3
4660	-3.9546	0.0009946	269.32	478295.3
4661	-3.9546	0.0009949	269.32	478295.3
4662	-3.9546	0.0009952	269.32	478295.3
4663	-3.9546	0.0009955	269.32	478295.3
4664	-3.9546	0.0009957	269.32	478295.3
4665	-3.9546	0.0009960	269.32	478295.2
4666	-3.9547	0.0009963	269.32	478295.2
4667	-3.9546	0.0009966	269.32	478295.2
4668	-3.9546	0.0009969	269.32	478295.2
4669	-3.9546	0.0009972	269.32	478295.2
4670	-3.9547	0.0009975	269.32	478295.0
4671	-3.9548	0.0009978	269.32	478294.9
4672	-3.9548	0.0009981	269.32	478294.7
4673	-3.9548	0.0009984	269.32	478294.7
4674	-3.9548	0.0009986	269.32	478294.6
4675	-3.9548	0.0009989	269.32	478294.5
4676	-3.9548	0.0009992	269.32	478294.5
4677	-3.9548	0.0009995	269.32	478294.5
4678	-3.9548	0.0009998	269.32	478294.5
4679	-3.9548	0.0010000	269.32	478294.5
4680	-3.9548	0.0010003	269.32	478294.5
4681	-3.9548	0.0010006	269.32	478294.5
4682	-3.9548	0.0010009	269.32	478294.4
4683	-3.9548	0.0010012	269.32	478293.4
4684	-3.9548	0.0010014	269.32	478292.4
4685	-3.9548	0.0010017	269.32	478291.5
4686	-3.9548	0.0010020	269.32	478291.0
4687	-3.9549	0.0010023	269.32	478290.0
4688	-3.9549	0.0010025	269.32	478289.8
4689	-3.9548	0.0010028	269.32	478289.8
4690	-3.9549	0.0010031	269.32	478289.7
4691	-3.9525	0.0010033	269.32	478289.4
4692	-3.9523	0.0010036	269.32	478289.4
4693	-3.9525	0.0010039	269.32	478289.1
4694	-3.9529	0.0010041	269.32	478288.3
4695	-3.9504	0.0010044	269.32	478287.7
4696	-3.9506	0.0010047	269.32	478287.5
4697	-3.9506	0.0010049	269.32	478287.5
4698	-3.9506	0.0010052	269.32	478287.5
4699	-3.9506	0.0010054	269.32	478287.5
4700	-3.9506	0.0010057	269.32	478287.5
4701	-3.9506	0.0010059	269.32	478287.5
4702	-3.9506	0.0010062	269.32	478287.4
4703	-3.9506	0.0010065	269.32	478287.3
4704	-3.9506	0.0010067	269.32	478287.3
4705	-3.9506	0.0010070	269.32	478287.3
4706	-3.9506	0.0010072	269.32	478287.3
4707	-3.9506	0.0010075	269.32	478287.3
4708	-3.9506	0.0010077	269.32	478287.3
4709	-3.9506	0.0010080	269.32	478287.1
4710	-3.9506	0.0010082	269.32	478287.1
4711	-3.9506	0.0010085	269.32	478287.1
4712	-3.9506	0.0010087	269.32	478287.1
4713	-3.9506	0.0010089	269.32	478287.1
4714	-3.9506	0.0010092	269.32	478287.1
4715	-3.9506	0.0010094	269.32	478287.1
4716	-3.9506	0.0010097	269.32	478287.0
4717	-3.9506	0.0010099	269.32	478287.1
4718	-3.9506	0.0010101	269.32	478287.1
4719	-3.9506	0.0010104	269.32	478287.0
4720	-3.9506	0.0010106	269.32	478287.0
4721	-3.9506	0.0010108	269.32	478287.0
4722	-3.9506	0.0010111	269.32	478287.0
4723	-3.9506	0.0010113	269.32	478287.0
4724	-3.9506	0.0010115	269.32	478287.0
4725	-3.9506	0.0010118	269.32	478287.0
4726	-3.9506	0.0010120	269.32	478287.0
4727	-3.9506	0.0010122	269.32	478286.9
4728	-3.9506	0.0010125	269.32	478287.0
4729	-3.9506	0.0010127	269.32	478286.9
