"report-tcs-rfile"
"Iteration" "report-tcs"
("Iteration" "report-tcs(tc1)" "report-tcs(tc2)" "report-tcs(tc3)" "report-tcs(tc4)" "report-tcs(tc5)" "report-tcs(tc6)")
280 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
281 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
282 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
283 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
284 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
285 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
286 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
287 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
288 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
289 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
290 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
291 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
292 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
293 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
294 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
295 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
296 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
297 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
298 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
299 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
300 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
301 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
302 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
303 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
304 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
305 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
306 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
307 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
308 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
309 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
310 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
311 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
312 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
313 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
314 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
315 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
316 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
317 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
318 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
319 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
320 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
321 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
322 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
323 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
324 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
325 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
326 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
327 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
328 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
329 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
330 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
331 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
332 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
333 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
334 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
335 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
336 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
337 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
338 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
339 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
340 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
341 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
342 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
343 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
344 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
345 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
346 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
347 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
348 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
349 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
350 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
351 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
352 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
353 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
354 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
355 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
356 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
357 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
358 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
359 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
360 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
361 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
362 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
363 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
364 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
365 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
366 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
367 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
368 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
369 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
370 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
371 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
372 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
373 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
374 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
375 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
376 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
377 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
378 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
379 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
380 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
381 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
382 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
383 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
384 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
385 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
386 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
387 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
388 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
389 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
390 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
391 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
392 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
393 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
394 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
395 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
396 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
397 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
398 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
399 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
400 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
401 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
402 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
403 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
404 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
405 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
406 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
407 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
408 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
409 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
410 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
411 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
412 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
413 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
414 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
415 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
416 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
417 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
418 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
419 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
420 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
421 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
422 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
423 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
424 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
425 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
426 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
427 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
428 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
429 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
430 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
431 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
432 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
433 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
434 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
435 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
436 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
437 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
438 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
439 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
440 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
441 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
442 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
443 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
444 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
445 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
446 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
447 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
448 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
449 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
450 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
451 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
452 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
453 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
454 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
455 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
456 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
457 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
458 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
459 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
460 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
461 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
462 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
463 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
464 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
465 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
466 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
467 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
468 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
469 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
470 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
471 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
472 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
473 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
474 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
475 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
476 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
477 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
478 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
479 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
480 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
481 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
482 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
483 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
484 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
485 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
486 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
487 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
488 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
489 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
490 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
491 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
492 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
493 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
494 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
495 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
496 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
497 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
498 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
499 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
500 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
501 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
502 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
503 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
504 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
505 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
506 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
507 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
508 238.8466644287109 241.7141723632813 244.918212890625 254.3921203613281 254.7193450927734 257.8247680664063
